MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,MFCCs_17,MFCCs_18,MFCCs_19,MFCCs_20,MFCCs_21,MFCCs_22,Genus
1.0,0.119781189463167,0.295089290602399,0.329478572961665,0.179923658229096,0.178956486566365,0.127519323933893,-0.132203916986526,-0.0631705899577998,0.097205245970591,0.0603232148174562,0.0472310003409222,0.108835160446856,-0.0171306499727661,-0.1258757541492,0.0287267897815011,0.117710251864913,0.0383400151195577,0.0229271745687059,0.0135467168515585,-0.0572340181006853,-0.0202264090479462,Hypsiboas
1.0,0.653562435049496,0.924796752449726,0.375698665420299,0.298197493268213,-0.0324170101313689,0.0208783598458417,0.0033790338976022,0.205142629368123,0.0782806649786663,0.107943783208619,0.1456182261527,0.0171971810849374,-0.043284513379108,0.0239344624961738,0.0831981587748043,0.0615300934497908,-0.0059291134535177,0.0014377587496099,0.0845451939317462,0.0877311198045849,0.0271057636766607,Hypsiboas
1.0,0.0602994532524724,0.324429333315568,0.411000756681127,0.209832118205923,0.18588809003105,0.114314769159983,-0.162365554207932,-0.0499231744087802,0.103733772510082,0.0708388433295371,0.0231013532348854,0.107237845934398,-0.0052940026672502,-0.0893896504317171,-0.0029423279492243,0.0955049810609664,0.0322484989063349,0.0262548182671665,0.011326843041672,-0.0736503160169949,-0.0274949915320802,Hypsiboas
1.0,0.31805829519942,0.802881543204308,0.322736090719731,-0.314239932431388,0.347878244690425,0.337821384989899,-0.189926701738181,-0.0195876134379629,0.204427783776192,-0.0454102336705847,-0.0795902690781111,0.203351953371955,0.0988084576114952,-0.123704584964238,-0.0364303299034748,0.0822215712762724,-0.0057846485079089,-0.0411938946626608,0.021665611745395,0.0929246036876147,-1.55218784631592e-06,Leptodactylus
1.0,0.470660656643409,0.30114128388102,0.384953376486061,0.0631717312389613,0.0291453728767032,0.140111823465881,0.0214635656339096,-0.170095248872703,-0.0107326541169289,0.185599768068447,-0.0586666672328848,-0.223039226318387,0.104809061644105,0.110100827355923,-0.14851570429159,-0.121830088779731,0.128066576463959,0.0769405850337971,-0.0196404676864646,-0.0172364657597553,-0.0152146331815123,Ameerega
1.0,0.382525294949572,0.410723213170734,0.605185725374148,0.0395024126221229,-0.008143935467566,-0.0399339490122118,0.0774691101137908,0.207669003126341,-0.10948479804316,-0.371397695600153,0.145852999323766,0.425184506673289,-0.152402343444,-0.317353339273408,0.117139911474398,0.151652009192662,-0.103533262417727,-0.114621775244845,-0.0631301454879858,0.0829227372026752,0.148746159617118,Adenomera
1.0,0.832963998006191,0.915157067917252,0.32569556925856,-0.0515856776142354,0.369624466065912,-0.0754228774354631,-0.125628067161046,0.160602070642255,-0.110403586487734,-0.0812771673957978,0.258066143097941,-0.0233799778600727,-0.116648025042186,0.223304963124929,0.0638148532026509,-0.147799425673439,0.0488542578997319,0.0835347670201345,0.114832274832,0.068758199633518,-0.0893223152515576,Hypsiboas
1.0,0.238668728544264,0.212541623868144,0.686453756226452,0.229258897081672,-0.0644192293884218,-0.161924797833482,0.158925760089921,0.324217359881221,-0.113464037166658,-0.358990581904596,0.172154420369862,0.370687999820497,-0.186421476309464,-0.278216432225057,0.198904412963081,0.221578776703751,-0.0457499820030927,-0.109892602119803,-0.043646643496773,0.137945732312755,0.175989194540711,Adenomera
1.0,0.587306549840309,0.794187891674834,0.3441521892116,-0.100556960227815,0.257565949062599,0.0155003303552717,-0.0742771403994061,0.173707316571672,-0.102708961750226,-0.0323595750659613,0.328969569893424,-0.0597068651054347,-0.131806577332863,0.148426843733949,0.0668540165450708,-0.0445846655851534,-0.0162791887842296,0.0117179189233587,0.0486068533584695,0.0047689898411824,-0.143132686102009,Hypsiboas
0.63820571737483,0.887281003527797,0.995955363875974,1.0,-0.0339708293266449,-0.0027246511774151,0.0330269227920424,0.277062488002299,-0.0357752305958959,-0.41480628641458,0.0865328003991467,0.514957388480044,-0.0710982517749236,-0.0749622177260696,0.661946965011979,0.343126729497305,-0.0768561807357608,0.430764280687629,0.364593276668198,0.0819731255850615,-0.184344944711121,-0.269899844224169,Hypsiboas
1.0,0.409119046518335,0.78137738223677,0.217255279200766,-0.114927416120007,0.34784235744475,0.137104427710811,-0.235816763935004,0.132429355024816,0.252548918543934,-0.143639275631777,-0.0787437088568301,0.100944403391945,0.109453592378151,-0.0451221831571882,-0.0187979796424005,0.080634170940231,-0.0805974383436041,-0.0585507306025068,0.0899330279475228,0.0047444556992743,-0.0588195592970513,Leptodactylus
1.0,0.63852469295066,0.516839539914859,0.27756767185188,-0.0387827681221853,0.0729487479552274,0.112598185695096,0.0484195871083235,-0.0326209337732945,-0.0763759870325896,-0.0278418436942816,0.0758838411602665,0.0124259807994638,-0.0642638670061695,0.0363568463508478,0.080324685370704,-0.0365970780136426,-0.0016745061443564,0.0219548415465374,-0.0043060170806113,0.0366543391021531,-0.0020550418561175,Osteocephalus
